order_id,customer_id,order_date,order_status,payment_method,shipping_address,total_amount
ORD_00002555,CUST_000914,2025-02-05,Cancelled,Debit Card,"6020 Alexandra Ford
New Lori, WA 52619",2832.47
ORD_00002556,CUST_000657,2024-10-03,Shipped,Credit Card,"905 William Keys
West Robert, AK 27003",2064.11
ORD_00002557,CUST_000548,2024-07-31,Pending,Credit Card,"70308 Day Summit
East Stephanie, PW 83822",1190.4
ORD_00002558,CUST_000990,2024-09-27,Shipped,Bank Transfer,"6389 Chen Causeway
Burtonborough, VT 87185",1045.93
ORD_00002559,CUST_000193,2025-03-13,Shipped,Credit Card,"4601 Danielle Points Suite 399
Port Christopherbury, MI 68420",5742.55
ORD_00002560,CUST_000844,2024-12-05,Delivered,Debit Card,"02530 Christy Lake Suite 034
Tinashire, VA 09437",7999.45
ORD_00002561,CUST_000521,2025-02-26,Shipped,Credit Card,"17749 Smith Island Suite 492
Rebeccabury, VA 07441",6292.56
ORD_00002562,CUST_000933,2024-09-29,Processing,Credit Card,"55126 Smith Points
New Diane, NV 46513",5573.4
ORD_00002563,CUST_000469,2024-10-01,Processing,Debit Card,"Unit 8680 Box 6664
DPO AE 04450",5345.62
ORD_00002564,CUST_000730,2024-11-07,Shipped,Credit Card,"0278 Davidson Fields Suite 218
Williammouth, NH 34204",12971.32
ORD_00002565,CUST_000732,2024-10-05,Processing,Bank Transfer,"911 Gray Orchard Apt. 474
East Linda, OR 79420",2210.98
ORD_00002566,CUST_000212,2024-07-01,Cancelled,Credit Card,"97071 Eric Canyon Apt. 349
West Billy, UT 53284",1361.02
ORD_00002567,CUST_000047,2024-07-06,Delivered,Debit Card,"Unit 0386 Box 2898
DPO AE 74071",3839.25
ORD_00002568,CUST_000922,2025-01-16,Pending,PayPal,"84007 Robert Shores
North Erin, GA 34356",1314.04
ORD_00002569,CUST_000005,2025-03-20,Processing,PayPal,"PSC 1002, Box 2591
APO AA 29935",48.42
ORD_00002570,CUST_000182,2024-08-22,Delivered,Debit Card,"3421 Nathaniel Plains Apt. 198
North Bradley, FM 30312",2149.35
ORD_00002571,CUST_000381,2024-06-25,Delivered,Credit Card,"0344 Amanda Harbor
Kaylaport, IL 67383",2952.24
ORD_00002572,CUST_000160,2025-02-18,Processing,Debit Card,"4055 Hawkins Village Suite 452
Mitchellstad, AK 62747",2196.36
ORD_00002573,CUST_000637,2024-08-05,Shipped,Bank Transfer,"341 Diana Drive
Joshuabury, MN 64580",3485.4
ORD_00002574,CUST_000697,2025-03-09,Cancelled,PayPal,"8081 Tammy Turnpike
Andersonbury, IL 19082",4726.52
ORD_00002575,CUST_000210,2025-01-18,Shipped,Bank Transfer,"300 Brad Ridge
South Melaniemouth, IL 79689",5106.51
ORD_00002576,CUST_000707,2025-03-01,Pending,Bank Transfer,"81744 Jessica Mountain
Port Stevenbury, MH 03594",1833.72
ORD_00002577,CUST_000844,2025-06-04,Delivered,Bank Transfer,"6629 Brenda Ranch Suite 883
Williamview, ID 36611",1448.36
ORD_00002578,CUST_000285,2025-01-23,Processing,Bank Transfer,"Unit 6503 Box 6029
DPO AE 79600",3340.06
ORD_00002579,CUST_000260,2024-08-23,Cancelled,Credit Card,"71981 Sarah Trail
Kristenchester, MD 18208",4217.26
ORD_00002580,CUST_000642,2024-09-25,Delivered,Credit Card,"5234 Brian Canyon
Goldenberg, MI 96665",975.5
ORD_00002581,CUST_000713,2025-02-08,Delivered,Debit Card,"103 Moore Stravenue Apt. 544
Olivershire, MA 68729",4399.72
ORD_00002582,CUST_000679,2024-07-01,Processing,Credit Card,"20838 Corey Cliff
Mckeeview, NM 02534",9490.83
ORD_00002583,CUST_000653,2025-04-24,Pending,Credit Card,"1838 Anderson Springs Apt. 631
Alvaradoland, OK 62855",1490.4
ORD_00002584,CUST_000163,2024-08-24,Delivered,Credit Card,"10949 Elizabeth Loop
Morrisonside, MA 66609",3050.11
ORD_00002585,CUST_000188,2025-04-24,Cancelled,PayPal,"9618 Cannon Center
Jacobville, GU 12585",1649.79
ORD_00002586,CUST_000172,2024-11-05,Shipped,Bank Transfer,"016 Wright Court Apt. 933
Leeland, NM 76017",7982.21
ORD_00002587,CUST_000292,2024-12-22,Cancelled,PayPal,"8744 Harris Walks
West Kathy, NM 96336",410.51
ORD_00002588,CUST_000292,2024-10-20,Cancelled,PayPal,"648 Fowler Haven
Lyonsport, VA 02920",3231.8
ORD_00002589,CUST_000112,2025-05-23,Pending,Bank Transfer,"133 Williams Roads Suite 726
North Michelle, GU 31457",4071.93
ORD_00002590,CUST_000843,2024-06-30,Processing,Credit Card,"57435 May Fork Suite 493
North Tanyafurt, AS 81990",371.42
ORD_00002591,CUST_000569,2025-02-10,Delivered,Debit Card,"672 Walters Highway
Camachoton, CO 41070",4448.24
ORD_00002592,CUST_000131,2025-01-16,Cancelled,Credit Card,"26974 William Village
South Rayshire, AZ 36128",6901.56
ORD_00002593,CUST_000481,2024-11-03,Delivered,Credit Card,"3044 Gallagher Rest Suite 977
Port Lesliefurt, AZ 53941",605.12
ORD_00002594,CUST_000115,2024-12-01,Processing,Credit Card,"128 Andrew Hills
North Tammy, OH 11458",3199.92
ORD_00002595,CUST_000854,2025-05-16,Delivered,Debit Card,"533 Robinson Junction
Sethburgh, OH 16658",2251.93
ORD_00002596,CUST_000086,2025-01-27,Pending,Debit Card,"5956 Wolfe Ports
Brownchester, NY 99094",4193.67
ORD_00002597,CUST_000447,2025-05-23,Cancelled,PayPal,"452 Luis Causeway Apt. 367
Lake Ashleyberg, GA 61522",3434.07
ORD_00002598,CUST_000449,2025-04-24,Processing,Bank Transfer,"772 Hernandez Loop Apt. 746
Sanchezhaven, KY 83502",579.54
ORD_00002599,CUST_000612,2024-06-19,Pending,Debit Card,"85839 Elizabeth Forest Suite 036
South Elizabethfort, NH 10874",2432.79
ORD_00002600,CUST_000787,2024-10-09,Processing,PayPal,"80649 Brent Falls
South Jamesside, IN 93308",6329.96
ORD_00002601,CUST_000045,2024-06-25,Cancelled,Credit Card,"416 Eric Lodge Suite 289
Port Chloe, IN 88026",4889.8
ORD_00002602,CUST_000972,2024-10-03,Processing,PayPal,"4582 Pearson Motorway Suite 237
Whiteview, IA 75212",8293.03
ORD_00002603,CUST_000881,2024-08-24,Shipped,Debit Card,"Unit 3039 Box 5194
DPO AA 70920",1603.06
ORD_00002604,CUST_000359,2024-11-25,Delivered,Debit Card,"PSC 1395, Box 0385
APO AA 28238",3395.59
ORD_00002605,CUST_000924,2024-08-16,Pending,Bank Transfer,"320 Reynolds Rue
North Roger, MD 89528",4648.9
ORD_00002606,CUST_000390,2024-11-10,Processing,PayPal,"8843 Ellis Points Suite 080
Brownmouth, TN 61675",2311.71
ORD_00002607,CUST_000518,2024-07-31,Pending,Debit Card,"84615 Flores Forks Apt. 051
South Michaelhaven, ND 50144",5609.94
ORD_00002608,CUST_000189,2025-05-09,Processing,PayPal,"PSC 7382, Box 2655
APO AP 74503",3095.2
ORD_00002609,CUST_000674,2025-01-09,Delivered,Credit Card,"12993 Pamela Street
Gregorytown, TN 03333",5141.82
ORD_00002610,CUST_000893,2024-10-07,Delivered,Credit Card,"523 Morton Cliff Suite 657
Rachelhaven, CA 55479",6283.65
ORD_00002611,CUST_000864,2025-04-01,Processing,PayPal,"2431 Beard Isle Suite 034
North Rachelchester, HI 46707",5935.5
ORD_00002612,CUST_000571,2025-04-21,Processing,Debit Card,"1280 Flynn Flat Apt. 553
Theresatown, OR 40523",2624.25
ORD_00002613,CUST_000561,2024-11-03,Shipped,Credit Card,"1145 Archer Valleys
East Brittany, TX 08989",1578.88
ORD_00002614,CUST_000115,2024-10-14,Pending,Bank Transfer,"67808 Christopher Glens Suite 530
Griffithberg, WA 23400",4095.7
ORD_00002615,CUST_000531,2025-01-06,Cancelled,Credit Card,"2157 Sabrina Fort Apt. 488
Mccoystad, PR 48493",2903.72
ORD_00002616,CUST_000634,2024-12-31,Processing,PayPal,"89288 Rogers Ramp
New Joanmouth, WI 93409",1099.88
ORD_00002617,CUST_000380,2024-10-27,Pending,Debit Card,"28352 Bennett Shores
Parsonsfurt, NE 62372",418.29
ORD_00002618,CUST_000924,2024-08-24,Pending,Debit Card,"71479 Moyer Islands Apt. 990
Sandersstad, DE 49575",11553.94
ORD_00002619,CUST_000007,2025-05-16,Delivered,Credit Card,"0836 Johnson Mountains
Kylechester, KS 11729",2638.64
ORD_00002620,CUST_000577,2024-07-20,Pending,Bank Transfer,"700 Carlson Tunnel
North Carol, PA 08161",5295.45
ORD_00002621,CUST_000788,2024-07-31,Cancelled,Credit Card,"Unit 5076 Box 2486
DPO AA 34978",842.76
ORD_00002622,CUST_000878,2025-01-02,Processing,Credit Card,"9517 Adams Heights
East Christopherfort, AS 08660",1376.07
ORD_00002623,CUST_000578,2025-04-24,Cancelled,Credit Card,"8323 Boyer Passage
Leeland, MN 21835",1542.92
ORD_00002624,CUST_000021,2024-07-13,Delivered,Bank Transfer,"4171 Turner Knoll Apt. 713
Mathewfurt, NC 37363",7868.98
ORD_00002625,CUST_000290,2024-10-16,Cancelled,Bank Transfer,"48438 Jessica Square Apt. 449
Port Jennifermouth, MP 68224",2607.83
ORD_00002626,CUST_000461,2024-07-17,Processing,Bank Transfer,"867 Sherri Mountain
Johnsonhaven, MT 95114",2404.68
ORD_00002627,CUST_000628,2024-06-06,Shipped,PayPal,"9903 Francisco Street
Gonzalezburgh, WY 88117",3379.48
ORD_00002628,CUST_000652,2025-03-11,Delivered,Bank Transfer,"USS Maxwell
FPO AA 57886",3361.3
ORD_00002629,CUST_000942,2024-11-08,Processing,Bank Transfer,"1390 Foley Centers Suite 424
North Michellehaven, HI 63665",2398.93
ORD_00002630,CUST_000550,2024-08-15,Shipped,Debit Card,"25887 Richard Mountain
East Emilyview, KY 95313",6910.87
ORD_00002631,CUST_000148,2024-10-18,Shipped,Debit Card,"8185 Herrera Run
Ginaton, MH 94686",7654.38
ORD_00002632,CUST_000987,2025-01-18,Delivered,PayPal,"8505 Kayla Ports
West Victoria, DE 03429",4301.86
ORD_00002633,CUST_000904,2024-11-18,Processing,PayPal,"08822 West Loaf Suite 448
South Jamesview, MP 39267",1259.6
ORD_00002634,CUST_000758,2025-03-04,Pending,Bank Transfer,"40702 Hickman Rue
Brandtberg, WV 86560",5856.53
ORD_00002635,CUST_000825,2024-11-10,Shipped,Debit Card,"81459 Monique Park
South Crystalberg, LA 98391",5293.49
ORD_00002636,CUST_000044,2025-04-05,Delivered,Bank Transfer,"441 David Terrace Suite 964
Desireeshire, TN 61966",7456.04
ORD_00002637,CUST_000728,2025-05-19,Cancelled,Debit Card,"496 Green River Apt. 008
South Johnton, FM 12580",6314.03
ORD_00002638,CUST_000412,2024-10-04,Processing,PayPal,"429 Stephanie Points Suite 839
New Aarontown, NH 15465",494.24
ORD_00002639,CUST_000214,2024-11-18,Delivered,Bank Transfer,"80133 Thomas Bridge
North Patriciaville, PR 39593",4021.21
ORD_00002640,CUST_000905,2024-12-10,Delivered,Bank Transfer,"56719 Jacobs Run Suite 568
North Jessica, AL 54516",4226.27
ORD_00002641,CUST_000752,2025-01-15,Delivered,Bank Transfer,"38753 Pittman Lane Suite 235
Paulstad, AS 29198",2040.75
ORD_00002642,CUST_000976,2025-03-14,Delivered,Bank Transfer,"295 Roberts Throughway Suite 793
Cruztown, AS 19832",12184.89
ORD_00002643,CUST_000373,2024-12-27,Shipped,PayPal,"800 Pamela Via
Lindsayland, LA 10407",2668.38
ORD_00002644,CUST_000682,2024-07-29,Delivered,Debit Card,"8495 Danny Lake
Brandifort, WA 18014",3535.96
ORD_00002645,CUST_000741,2025-02-17,Cancelled,Debit Card,"85678 Cummings Extensions Apt. 623
South Michael, VI 64789",4668.9
ORD_00002646,CUST_000252,2025-03-17,Processing,Debit Card,"4380 Wallace Haven Suite 214
Lisaton, ME 88706",6761.55
ORD_00002647,CUST_000583,2024-11-17,Processing,PayPal,"644 Michael Center Suite 958
Jameschester, FM 51131",5485.64
ORD_00002648,CUST_000922,2025-06-04,Delivered,Bank Transfer,"716 Green Glens
Lake Cynthia, PA 73418",8403.24
ORD_00002649,CUST_000384,2024-11-29,Shipped,Debit Card,"Unit 3578 Box 4611
DPO AE 69963",1757.38
ORD_00002650,CUST_000403,2024-09-09,Processing,Bank Transfer,"29990 Andrew Summit
Andersonstad, MT 21021",1834.76
ORD_00002651,CUST_000112,2024-10-11,Cancelled,Bank Transfer,"5214 Gay Village Apt. 106
Ramirezmouth, NE 31188",1857.84
ORD_00002652,CUST_000308,2024-11-13,Cancelled,Bank Transfer,"0694 Bryan Dale Apt. 258
Tamarabury, OH 36562",1596.35
ORD_00002653,CUST_000053,2024-07-21,Processing,Debit Card,"847 Johnson Point Apt. 768
East Andrewland, MH 01056",3284.2
ORD_00002654,CUST_000346,2024-08-30,Cancelled,Debit Card,"9492 Sarah Crest
Port Denisemouth, NM 34551",2699.8
ORD_00002655,CUST_000676,2024-11-17,Delivered,Bank Transfer,"33411 Leon Cape
Port Tanner, OK 95138",3806.17
ORD_00002656,CUST_000185,2025-03-03,Delivered,Credit Card,"732 Dunn Orchard Apt. 775
East Lisaview, NY 25894",2745.99
ORD_00002657,CUST_000711,2025-01-11,Processing,Bank Transfer,"1559 Sarah Pine
South Jessica, NH 47027",5383.91
ORD_00002658,CUST_000582,2025-06-02,Processing,PayPal,"USNS Walls
FPO AA 50015",3713.92
ORD_00002659,CUST_000764,2024-10-14,Cancelled,Debit Card,"51927 Deleon Harbors Apt. 067
Williehaven, WV 70078",4713.66
ORD_00002660,CUST_000657,2025-03-12,Delivered,Debit Card,"8041 Casey Track
Gordonside, AL 24406",3622.88
ORD_00002661,CUST_000155,2025-03-15,Delivered,PayPal,"542 Williams Road Apt. 442
Caldwelltown, KY 65262",1077.26
ORD_00002662,CUST_000480,2024-07-09,Processing,Debit Card,"908 Jonathan Prairie Suite 795
West Jimmy, IA 07565",4537.25
ORD_00002663,CUST_000781,2024-10-21,Delivered,PayPal,"5236 Jeffery Place
Port Frank, PR 49216",1603.06
ORD_00002664,CUST_000626,2024-06-10,Cancelled,Credit Card,"89468 Priscilla Underpass
Jerryside, RI 41125",1114.26
ORD_00002665,CUST_000693,2025-04-07,Pending,Credit Card,"8198 Ramirez Pike Suite 466
Ashleyborough, MN 21556",6775.18
ORD_00002666,CUST_000088,2025-05-12,Pending,Credit Card,"121 Wendy Shores Suite 011
Lake Danielle, WV 44955",4498.35
ORD_00002667,CUST_000943,2024-11-15,Pending,PayPal,"325 Charles Village
East Thomas, CT 75832",12175.45
ORD_00002668,CUST_000874,2024-11-09,Pending,PayPal,"10537 Kayla Bypass
North Nancy, VI 32973",6438.48
ORD_00002669,CUST_000954,2025-02-01,Shipped,Debit Card,"USCGC Rogers
FPO AE 20862",5444.96
ORD_00002670,CUST_000762,2024-12-16,Processing,Debit Card,"31521 Hamilton Spur Suite 450
Nunezburgh, VI 10390",2040.93
ORD_00002671,CUST_000315,2024-11-27,Pending,PayPal,"05752 Crawford Spur
South Savannah, PA 89674",1285.2
ORD_00002672,CUST_000639,2025-03-24,Shipped,Bank Transfer,"8106 Alan Orchard Apt. 182
Norrisbury, VA 44494",319.36
ORD_00002673,CUST_000487,2025-04-14,Shipped,Debit Card,"81088 Blake Heights
New Paula, TN 31047",2669.72
ORD_00002674,CUST_000297,2024-08-08,Shipped,Credit Card,"9354 Wilson Ridge Suite 587
Ortegachester, SD 77867",1387.83
ORD_00002675,CUST_000822,2024-12-15,Cancelled,Debit Card,"87099 Michael Squares Apt. 762
North Steven, FM 83566",3754.86
ORD_00002676,CUST_000923,2024-11-24,Processing,Debit Card,"09669 Rodriguez Ferry
East Danielshire, DE 43643",3460.78
ORD_00002677,CUST_000426,2025-04-11,Pending,Bank Transfer,"05961 Smith Lake Apt. 503
Christopherhaven, GU 27128",1589.0
ORD_00002678,CUST_000163,2025-05-29,Cancelled,Bank Transfer,"0081 Frank Divide
East Madison, OH 83520",3857.71
ORD_00002679,CUST_000717,2025-01-23,Shipped,Debit Card,"5642 Flores Wells Apt. 972
New Raymond, WV 19599",3994.01
ORD_00002680,CUST_001000,2024-09-20,Pending,Debit Card,"261 Kim Gardens
Wangton, MN 26000",985.24
ORD_00002681,CUST_000932,2024-12-13,Delivered,Credit Card,"5249 Danielle Wall Suite 132
South Christopher, IA 48716",12972.67
ORD_00002682,CUST_000774,2025-05-21,Pending,Debit Card,"94559 Amy Coves Suite 154
Cainbury, MS 48469",8015.4
ORD_00002683,CUST_000902,2024-08-14,Delivered,Bank Transfer,"6520 Luis Groves
Millerhaven, AL 47600",2652.75
ORD_00002684,CUST_000389,2025-01-22,Delivered,Debit Card,"22556 Wendy Cove
North Kellymouth, ME 63966",920.08
ORD_00002685,CUST_000786,2024-12-27,Pending,PayPal,"74826 Javier Union Suite 188
New Maryfurt, ID 46581",8439.88
ORD_00002686,CUST_000954,2025-03-13,Delivered,Debit Card,"47043 Danielle Glens
East Danaport, AR 81807",8872.98
ORD_00002687,CUST_000459,2025-01-05,Pending,Bank Transfer,"41710 Carolyn Turnpike
Justinburgh, FM 20499",7590.18
ORD_00002688,CUST_000970,2025-03-15,Cancelled,PayPal,"4204 Lee Shores
North Erica, VT 24949",6578.72
ORD_00002689,CUST_000907,2024-11-12,Shipped,Credit Card,"07349 Lee Shoals Apt. 013
Millerland, GU 99904",5716.0
ORD_00002690,CUST_000908,2025-02-10,Shipped,Credit Card,"PSC 6475, Box 6613
APO AP 55071",192.54
ORD_00002691,CUST_000182,2024-07-02,Processing,PayPal,"473 Johnson Garden Suite 184
South Codyside, SD 98331",7241.93
ORD_00002692,CUST_000694,2024-09-29,Delivered,Debit Card,"PSC 6008, Box 1184
APO AA 42041",3410.75
ORD_00002693,CUST_000114,2024-06-08,Processing,PayPal,"PSC 0772, Box 6156
APO AP 35634",269.73
ORD_00002694,CUST_000300,2025-01-16,Pending,PayPal,"476 Juarez Forks
West Amy, MT 86430",1414.9
ORD_00002695,CUST_000618,2025-06-01,Delivered,Credit Card,"88445 Heather Lakes
New Joseph, DE 20416",1433.58
ORD_00002696,CUST_000637,2025-03-17,Cancelled,Bank Transfer,"13035 Kim Way Suite 723
North Karenfurt, NV 24706",178.07
ORD_00002697,CUST_000174,2024-12-10,Shipped,PayPal,"44233 Debra Fords Apt. 773
Donaldmouth, NE 95445",9560.95
ORD_00002698,CUST_000197,2025-05-09,Cancelled,PayPal,"99845 Maria Dam Apt. 597
Elizabethstad, MD 40326",2577.59
ORD_00002699,CUST_000533,2024-08-04,Pending,Bank Transfer,"58163 William Club
East Paula, DE 47207",6386.44
ORD_00002700,CUST_000327,2025-01-01,Processing,Credit Card,"6879 Powell Camp Suite 912
Knightfort, VI 18552",7836.24
ORD_00002701,CUST_000665,2024-12-06,Processing,PayPal,"58593 Charles Road Suite 565
Pricetown, DE 65668",3349.93
ORD_00002702,CUST_000270,2024-12-17,Delivered,Bank Transfer,"USNS Henderson
FPO AP 94415",3742.11
ORD_00002703,CUST_000346,2025-03-17,Pending,PayPal,"5196 Morton Shore
South Debbieville, WI 61730",8144.74
ORD_00002704,CUST_000768,2025-04-29,Delivered,Credit Card,"40415 Michael Path
East Terryburgh, NE 67883",5214.09
ORD_00002705,CUST_000341,2025-05-28,Cancelled,Credit Card,"05820 Michelle Mission
Natashaport, MH 09062",552.4
ORD_00002706,CUST_000134,2024-12-16,Cancelled,Credit Card,"507 Jennifer Cliffs Suite 804
Bellberg, CA 13292",3765.84
ORD_00002707,CUST_000753,2024-12-25,Cancelled,Credit Card,"843 Dean River
East Nicholasstad, DE 09684",4380.83
ORD_00002708,CUST_000310,2024-11-06,Delivered,Debit Card,"77840 Daniel Burgs Suite 953
West Holly, NY 88792",2680.44
ORD_00002709,CUST_000927,2024-10-15,Delivered,Bank Transfer,"7269 Hughes Dale
Karenview, AS 60392",1187.77
ORD_00002710,CUST_000398,2024-09-12,Pending,PayPal,"769 John Run Suite 840
Port Martin, MT 18900",4488.76
ORD_00002711,CUST_000714,2024-07-02,Delivered,PayPal,"78443 Rodriguez Burgs Apt. 153
East Brianview, AZ 96668",1454.95
ORD_00002712,CUST_000376,2024-12-23,Cancelled,Bank Transfer,"3158 Mccann Ranch Apt. 451
East Claire, DE 11900",3258.04
ORD_00002713,CUST_000417,2024-09-03,Shipped,Debit Card,"8308 Newton Neck
North Ericchester, NM 95746",5415.28
ORD_00002714,CUST_000966,2025-01-21,Shipped,PayPal,"42824 Christopher Harbor Suite 820
Micheleland, FM 72006",6987.24
ORD_00002715,CUST_000566,2024-06-10,Processing,Bank Transfer,"800 Bell Landing Apt. 479
Hannahfurt, VI 43337",3791.08
ORD_00002716,CUST_000289,2024-07-02,Shipped,Credit Card,"13132 Anthony Roads Apt. 324
Andersonmouth, UT 15743",2665.89
ORD_00002717,CUST_000936,2025-03-23,Delivered,Credit Card,"3948 Miller Hill Suite 935
East Amandastad, AL 13896",4129.02
ORD_00002718,CUST_000825,2024-09-09,Shipped,Credit Card,"3536 Parks Meadows Suite 170
South Tiffany, NH 46307",216.35
ORD_00002719,CUST_000024,2025-03-04,Processing,Credit Card,"72483 Rodriguez Station
Mendozatown, CT 03929",6286.75
ORD_00002720,CUST_000249,2024-09-01,Pending,Debit Card,"5869 Chapman Vista Suite 673
Jacobburgh, CT 76443",2389.53
ORD_00002721,CUST_000383,2024-11-18,Pending,Debit Card,"8071 Ricky Isle Suite 002
Randyshire, MN 87411",1173.78
ORD_00002722,CUST_000586,2025-04-14,Processing,Credit Card,"1194 Hernandez Shoals
Stacymouth, AS 63801",7547.93
ORD_00002723,CUST_000885,2025-02-26,Pending,Credit Card,"8531 Vaughn Station
Lake Kaylaton, HI 30979",179.82
ORD_00002724,CUST_000741,2025-03-27,Pending,PayPal,"3605 Sean Fort Suite 445
East Roger, AS 74690",3796.08
ORD_00002725,CUST_000892,2025-01-12,Cancelled,Credit Card,"24612 Reed Island Suite 923
New Leahville, FM 94139",407.79
ORD_00002726,CUST_000160,2025-03-06,Cancelled,Bank Transfer,"6035 Jessica Forge
Frenchborough, IA 81716",1961.49
ORD_00002727,CUST_000647,2024-07-13,Shipped,Credit Card,"Unit 8606 Box 1504
DPO AP 47831",3651.72
ORD_00002728,CUST_000628,2024-09-26,Pending,Credit Card,"002 William Spurs
West Brianshire, MT 36986",11587.3
ORD_00002729,CUST_000722,2024-10-31,Processing,Debit Card,"418 Melissa Mountains Suite 430
Mcmahonville, ME 83054",7256.48
ORD_00002730,CUST_000941,2024-07-06,Pending,Debit Card,"7499 Yang Mount
East Tiffany, NE 51871",2039.17
ORD_00002731,CUST_000094,2024-07-06,Pending,Credit Card,"47027 May Trail Apt. 498
Jonesville, NV 22569",1561.24
ORD_00002732,CUST_000444,2024-09-11,Processing,Debit Card,"6534 Miller Road
West Megan, AL 12474",4539.0
ORD_00002733,CUST_000052,2025-02-25,Pending,Bank Transfer,"4817 Richard Spurs Apt. 129
West Bradley, NH 22130",3195.93
ORD_00002734,CUST_000329,2024-07-10,Cancelled,Debit Card,"602 Pope Vista Apt. 406
North Jennifer, RI 50978",527.33
ORD_00002735,CUST_000488,2025-01-21,Processing,Bank Transfer,"864 Davis Vista Suite 396
Mackton, WA 00813",6851.0
ORD_00002736,CUST_000620,2025-05-22,Processing,Bank Transfer,"8000 Krista Gardens Apt. 034
East Michaelmouth, CO 08273",7132.81
ORD_00002737,CUST_000295,2025-02-21,Cancelled,Credit Card,"390 Ellen Inlet
West Shirleyfurt, GA 54129",7285.76
ORD_00002738,CUST_000454,2024-12-29,Processing,Credit Card,"97539 Compton Mission Suite 909
Christopherhaven, MS 29769",93.46
ORD_00002739,CUST_000082,2024-07-14,Processing,Debit Card,"57906 Elizabeth Grove
East Melissaberg, OR 99278",4832.27
ORD_00002740,CUST_000270,2025-02-05,Processing,Debit Card,"76511 Johnson Ville Apt. 073
Lake Andrewstad, GA 50012",9837.55
ORD_00002741,CUST_000717,2024-11-28,Pending,Credit Card,"91710 Gregory Glen Apt. 062
Terryfort, SC 79708",4949.15
ORD_00002742,CUST_000193,2024-08-10,Processing,PayPal,"14788 Kevin Glens Apt. 564
South Kenneth, ID 81309",353.19
ORD_00002743,CUST_000775,2025-02-06,Processing,Debit Card,"151 Omar Gardens Apt. 489
Nealshire, MA 44233",2608.88
ORD_00002744,CUST_000405,2025-05-05,Cancelled,PayPal,"01371 Earl Mountain
Colemanberg, VA 54446",2301.87
ORD_00002745,CUST_000616,2024-12-07,Delivered,PayPal,"4014 Richard Shores Suite 469
East Joshuachester, MO 55453",2310.8
ORD_00002746,CUST_000224,2025-05-16,Delivered,PayPal,"29971 John Rapid Suite 723
Frederickview, NC 69784",3084.0
ORD_00002747,CUST_000845,2025-02-23,Shipped,Debit Card,"631 Thomas Circles
Charleshaven, MS 20802",4915.87
ORD_00002748,CUST_000544,2024-07-16,Pending,PayPal,"3908 Michael Skyway
Lucasberg, KY 73757",2816.67
ORD_00002749,CUST_000289,2025-02-04,Processing,Credit Card,"Unit 3191 Box 5942
DPO AP 51938",167.55
ORD_00002750,CUST_000064,2024-12-22,Pending,Bank Transfer,"99872 Smith Coves Suite 097
Derekside, MD 09005",630.41
ORD_00002751,CUST_000353,2025-02-14,Pending,Bank Transfer,"097 John Summit
New Amy, PA 42230",3916.64
ORD_00002752,CUST_000082,2025-05-09,Delivered,Credit Card,"58497 Jessica Orchard Suite 913
Michaelton, OK 37514",389.75
ORD_00002753,CUST_000763,2025-04-04,Pending,PayPal,"67645 Nichols Neck Suite 685
Pricehaven, VT 52335",5185.54
ORD_00002754,CUST_000603,2025-03-04,Shipped,Credit Card,"8290 Williams Vista
Danahaven, IL 24201",1522.47
ORD_00002755,CUST_000583,2024-07-31,Shipped,PayPal,"471 Bates Summit Suite 340
North Baileyside, TX 52163",4202.88
ORD_00002756,CUST_000462,2025-02-22,Shipped,Bank Transfer,"9907 Taylor Square Suite 434
Reedton, AK 98747",2449.32
ORD_00002757,CUST_000380,2024-08-10,Delivered,PayPal,"655 Justin Stravenue
Lake Patrickhaven, MD 11391",919.95
ORD_00002758,CUST_000782,2025-04-25,Delivered,PayPal,"7208 Pitts Cove Apt. 616
Nicholasfurt, PA 88460",698.68
ORD_00002759,CUST_000560,2024-08-27,Processing,Debit Card,"61199 Stone Path
West Derek, TN 58261",3706.32
ORD_00002760,CUST_000602,2025-01-29,Processing,Credit Card,"083 Brian Burgs
Whitakerbury, MH 63855",4488.63
ORD_00002761,CUST_000708,2025-04-17,Shipped,Bank Transfer,"USNV Jackson
FPO AA 53029",2297.46
ORD_00002762,CUST_000477,2025-01-09,Delivered,PayPal,"2644 Jerome Curve
Stephenshaven, MA 47303",9523.24
ORD_00002763,CUST_000946,2024-11-30,Delivered,Bank Transfer,"2777 Andrew Dale
South Brandon, CT 55985",1860.15
ORD_00002764,CUST_000890,2024-10-15,Delivered,Bank Transfer,"5173 Dawn Terrace Suite 177
New Andreamouth, KS 78426",8184.09
ORD_00002765,CUST_000157,2024-09-07,Processing,Bank Transfer,"18114 Denise Springs
Dudleyville, GU 82092",4137.2
ORD_00002766,CUST_000430,2024-07-12,Pending,Debit Card,"6832 Fuentes Neck Apt. 456
Wigginsborough, VI 39255",4426.53
ORD_00002767,CUST_000808,2024-12-12,Shipped,Bank Transfer,"7223 James Throughway Suite 938
Johnsonchester, NM 56961",7987.1
ORD_00002768,CUST_000892,2024-12-11,Processing,Bank Transfer,"47233 Derek Mill
New Nicholetown, OH 74166",3808.94
ORD_00002769,CUST_000375,2024-12-07,Pending,Bank Transfer,"44480 Mckee Fields
Port Kelly, ID 51842",4528.6
ORD_00002770,CUST_000811,2024-10-02,Processing,Debit Card,"568 Amy Ports Apt. 505
South Karina, MT 54263",4044.03
